,P (MPa),T (°C),Specific Volume (m^3/kg),Density (kg/m^3),Specific Internal Energy (kJ/kg),Specific Enthalpy (kJ/kg),Specific Entropy [kJ/(kg K)]
9015,300.0,300.0,0.0010758,929.54,1100.06,1422.8,2.7894
9016,300.0,320.0,0.0010935,914.51,1173.15,1501.2,2.9238
9017,300.0,340.0,0.001112,899.25,1246.2,1579.8,3.0541
9018,300.0,360.0,0.0011315,883.78,1319.05,1658.5,3.1805
9019,300.0,380.0,0.0011519,868.14,1391.93,1737.5,3.3033
9020,300.0,400.0,0.0011732,852.34,1464.64,1816.6,3.4226
9021,300.0,420.0,0.0011956,836.4,1537.22,1895.9,3.5386
9022,300.0,440.0,0.001219,820.34,1609.6,1975.3,3.6516
9023,300.0,460.0,0.0012435,804.21,1681.75,2054.8,3.7616
9024,300.0,480.0,0.001269,788.01,1753.8,2134.5,3.8688
9025,300.0,500.0,0.0012957,771.79,1825.49,2214.2,3.9733
9026,300.0,550.0,0.0013674,731.32,2003.78,2414.0,4.2236
9027,300.0,600.0,0.0014463,691.4,2179.91,2613.8,4.4593
9028,300.0,650.0,0.0015323,652.63,2353.41,2813.1,4.6813
9029,300.0,700.0,0.0016244,615.61,2523.78,3011.1,4.8902
9030,300.0,750.0,0.0017216,580.87,2690.32,3206.8,5.0862
9031,300.0,800.0,0.0018223,548.76,2852.61,3399.3,5.27
9032,300.0,900.0,0.0020292,492.8,3164.44,3773.2,5.6032
9033,300.0,1000.0,0.0022374,446.94,3461.08,4132.3,5.897
9034,300.0,1200.0,0.0026439,378.23,4022.23,4815.4,6.3957
9035,300.0,1400.0,0.0030315,329.87,4560.25,5469.7,6.8123
9036,300.0,1600.0,0.0034015,293.99,5089.35,6109.8,7.1737
9037,300.0,1800.0,0.0037572,266.16,5616.54,6743.7,7.4953
9038,300.0,2000.0,0.0041018,243.79,6145.26,7375.8,7.7864
9039,350.0,0.0,0.00088809,1126.0,-6.6815,304.15,-0.08545
9040,350.0,10.0,0.00089174,1121.4,29.001,341.11,0.04742
9041,350.0,20.0,0.00089556,1116.6,65.434,378.88,0.17851
9042,350.0,25.0,0.00089751,1114.2,83.7915,397.92,0.24292
9043,350.0,30.0,0.00089948,1111.7,102.202,417.02,0.30644
9044,350.0,40.0,0.00090349,1106.8,139.0885,455.31,0.43073
9045,350.0,50.0,0.00090759,1101.8,176.0035,493.66,0.55128
9046,350.0,60.0,0.00091179,1096.7,212.8835,532.01,0.66816
9047,350.0,70.0,0.00091609,1091.6,249.7185,570.35,0.78154
9048,350.0,80.0,0.00092052,1086.3,286.478,608.66,0.89158
9049,350.0,90.0,0.00092507,1081.0,323.1655,646.94,0.99848
9050,350.0,100.0,0.00092976,1075.5,359.784,685.2,1.1024
9051,350.0,110.0,0.00093458,1070.0,396.347,723.45,1.2036
9052,350.0,120.0,0.00093955,1064.3,432.8375,761.68,1.3021
9053,350.0,130.0,0.00094466,1058.6,469.279,799.91,1.3981
9054,350.0,140.0,0.00094992,1052.7,505.668,838.14,1.4918
9055,350.0,150.0,0.00095532,1046.8,542.018,876.38,1.5832
9056,350.0,160.0,0.00096088,1040.7,578.322,914.63,1.6725
9057,350.0,170.0,0.00096658,1034.6,614.587,952.89,1.7599
9058,350.0,180.0,0.00097243,1028.4,650.8095,991.16,1.8453
9059,350.0,190.0,0.00097843,1022.0,687.0495,1029.5,1.9289
9060,350.0,200.0,0.00098459,1015.7,723.1935,1067.8,2.0107
9061,350.0,210.0,0.00099089,1009.2,759.2885,1106.1,2.0909
9062,350.0,220.0,0.00099735,1002.7,795.4275,1144.5,2.1696
9063,350.0,230.0,0.001004,996.05,831.5,1182.9,2.2466
9064,350.0,240.0,0.0010107,989.38,867.555,1221.3,2.3223
9065,350.0,250.0,0.0010177,982.64,903.605,1259.8,2.3965
9066,350.0,260.0,0.0010247,975.85,939.655,1298.3,2.4694
9067,350.0,270.0,0.001032,969.0,975.6,1336.8,2.5409
9068,350.0,280.0,0.0010394,962.09,1011.51,1375.3,2.6113
9069,350.0,290.0,0.001047,955.13,1047.45,1413.9,2.6804
9070,350.0,300.0,0.0010547,948.13,1083.355,1452.5,2.7483
9071,350.0,320.0,0.0010707,933.98,1155.055,1529.8,2.8809
9072,350.0,340.0,0.0010874,919.66,1226.61,1607.2,3.0092
9073,350.0,360.0,0.0011047,905.2,1298.055,1684.7,3.1336
9074,350.0,380.0,0.0011228,890.6,1369.32,1762.3,3.2543
9075,350.0,400.0,0.0011417,875.9,1440.405,1840.0,3.3714
9076,350.0,420.0,0.0011613,861.12,1511.245,1917.7,3.4852
9077,350.0,440.0,0.0011817,846.27,1582.005,1995.6,3.5959
9078,350.0,460.0,0.0012028,831.37,1652.42,2073.4,3.7036
9079,350.0,480.0,0.0012248,816.45,1722.62,2151.3,3.8084
9080,350.0,500.0,0.0012476,801.53,1792.54,2229.2,3.9105
9081,350.0,550.0,0.0013082,764.39,1966.23,2424.1,4.1547
9082,350.0,600.0,0.0013741,727.74,2137.765,2618.7,4.3843
9083,350.0,650.0,0.0014451,692.0,2307.115,2812.9,4.6005
9084,350.0,700.0,0.0015208,657.54,2473.82,3006.1,4.8043
9085,350.0,750.0,0.0016006,624.76,2637.59,3197.8,4.9964
9086,350.0,800.0,0.0016836,593.97,2798.14,3387.4,5.1774
9087,350.0,900.0,0.0018553,538.99,3109.245,3758.6,5.5081
9088,350.0,1000.0,0.0020296,492.7,3407.54,4117.9,5.8021
9089,350.0,1200.0,0.0023729,421.42,3975.285,4805.8,6.3043
9090,350.0,1400.0,0.0027029,369.97,4520.485,5466.5,6.725
9091,350.0,1600.0,0.0030195,331.18,5055.975,6112.8,7.09
9092,350.0,1800.0,0.0033248,300.77,5588.72,6752.4,7.4144
9093,350.0,2000.0,0.0036209,276.17,6121.985,7389.3,7.7077
9094,400.0,0.0,0.00087819,1138.7,-7.836,343.44,-0.10324
9095,400.0,10.0,0.00088187,1134.0,27.372,380.12,0.02861
9096,400.0,20.0,0.00088569,1129.1,63.444,417.72,0.15913
9097,400.0,25.0,0.00088764,1126.6,81.644,436.7,0.22332
9098,400.0,30.0,0.00088961,1124.1,99.896,455.74,0.28666
9099,400.0,40.0,0.00089358,1119.1,136.488,493.92,0.41057
9100,400.0,50.0,0.00089763,1114.0,173.088,532.14,0.53071
9101,400.0,60.0,0.00090175,1109.0,209.64,570.34,0.64714
9102,400.0,70.0,0.00090596,1103.8,246.116,608.5,0.76
9103,400.0,80.0,0.00091026,1098.6,282.516,646.62,0.86948
9104,400.0,90.0,0.00091467,1093.3,318.822,684.69,0.97579
9105,400.0,100.0,0.00091918,1087.9,355.048,722.72,1.0791
9106,400.0,110.0,0.00092382,1082.5,391.192,760.72,1.1796
9107,400.0,120.0,0.00092858,1076.9,427.268,798.7,1.2774
9108,400.0,130.0,0.00093346,1071.3,463.276,836.66,1.3728
9109,400.0,140.0,0.00093846,1065.6,499.226,874.61,1.4658
9110,400.0,150.0,0.0009436,1059.8,535.12,912.56,1.5565
9111,400.0,160.0,0.00094886,1053.9,570.966,950.51,1.6452
9112,400.0,170.0,0.00095424,1047.9,606.774,988.47,1.7318
9113,400.0,180.0,0.00095976,1041.9,642.496,1026.4,1.8165
9114,400.0,190.0,0.00096541,1035.8,678.236,1064.4,1.8994
9115,400.0,200.0,0.00097119,1029.7,713.924,1102.4,1.9806
9116,400.0,210.0,0.00097709,1023.4,749.564,1140.4,2.0601
9117,400.0,220.0,0.00098313,1017.2,785.148,1178.4,2.138
9118,400.0,230.0,0.0009893,1010.8,820.78,1216.5,2.2144
9119,400.0,240.0,0.0009956,1004.4,856.36,1254.6,2.2893
9120,400.0,250.0,0.001002,997.97,891.8,1292.6,2.3628
9121,400.0,260.0,0.0010086,991.47,927.26,1330.7,2.4349
9122,400.0,270.0,0.0010153,984.93,962.78,1368.9,2.5058
9123,400.0,280.0,0.0010221,978.34,998.16,1407.0,2.5753
9124,400.0,290.0,0.0010291,971.72,1033.56,1445.2,2.6437
9125,400.0,300.0,0.0010362,965.05,1068.82,1483.3,2.7109
9126,400.0,320.0,0.0010508,951.61,1139.38,1559.7,2.8419
9127,400.0,340.0,0.001066,938.05,1209.8,1636.2,2.9687
9128,400.0,360.0,0.0010818,924.38,1279.98,1712.7,3.0915
9129,400.0,380.0,0.0010981,910.63,1349.96,1789.2,3.2105
9130,400.0,400.0,0.0011151,896.8,1419.76,1865.8,3.326
9131,400.0,420.0,0.0011326,882.92,1489.36,1942.4,3.4381
9132,400.0,440.0,0.0011507,869.0,1558.72,2019.0,3.547
9133,400.0,460.0,0.0011695,855.06,1627.8,2095.6,3.6529
9134,400.0,480.0,0.0011889,841.13,1696.54,2172.1,3.756
9135,400.0,500.0,0.0012089,827.22,1765.14,2248.7,3.8563
9136,400.0,550.0,0.0012616,792.62,1935.26,2439.9,4.0959
9137,400.0,600.0,0.0013183,758.53,2103.38,2630.7,4.321
9138,400.0,650.0,0.0013789,725.2,2269.34,2820.9,4.5328
9139,400.0,700.0,0.0014432,692.92,2433.12,3010.4,4.7327
9140,400.0,750.0,0.0015107,661.94,2594.52,3198.8,4.9215
9141,400.0,800.0,0.001581,632.51,2753.3,3385.7,5.0998
9142,400.0,900.0,0.0017272,578.96,3062.82,3753.7,5.4278
9143,400.0,1000.0,0.0018769,532.8,3361.84,4112.6,5.7214
9144,400.0,1200.0,0.0021739,460.01,3934.14,4803.7,6.2259
9145,400.0,1400.0,0.0024607,406.38,4485.02,5469.3,6.6497
9146,400.0,1600.0,0.0027368,365.39,5025.88,6120.6,7.0174
9147,400.0,1800.0,0.0030037,332.93,5563.22,6764.7,7.3442
9148,400.0,2000.0,0.0032629,306.47,6100.44,7405.6,7.6393
9149,450.0,0.0,0.00086908,1150.6,-8.846,382.24,-0.12111
9150,450.0,10.0,0.00087276,1145.8,25.908,418.65,0.00979
9151,450.0,20.0,0.00087657,1140.8,61.6535,456.11,0.1398
9152,450.0,25.0,0.0008785,1138.3,79.715,475.04,0.20382
9153,450.0,30.0,0.00088045,1135.8,97.8275,494.03,0.26701
9154,450.0,40.0,0.00088439,1130.7,134.1545,532.13,0.39064
9155,450.0,50.0,0.00088838,1125.6,170.479,570.25,0.51047
9156,450.0,60.0,0.00089242,1120.5,206.741,608.33,0.62654
9157,450.0,70.0,0.00089654,1115.4,242.917,646.36,0.73899
9158,450.0,80.0,0.00090073,1110.2,278.9815,684.31,0.84802
9159,450.0,90.0,0.00090501,1105.0,314.9455,722.2,0.95383
9160,450.0,100.0,0.00090938,1099.7,350.819,760.04,1.0566
9161,450.0,110.0,0.00091385,1094.3,386.6075,797.84,1.1566
9162,450.0,120.0,0.00091842,1088.8,422.301,835.59,1.2538
9163,450.0,130.0,0.0009231,1083.3,457.925,873.32,1.3486
9164,450.0,140.0,0.00092789,1077.7,493.4895,911.04,1.441
9165,450.0,150.0,0.00093279,1072.1,528.9845,948.74,1.5312
9166,450.0,160.0,0.0009378,1066.3,564.42,986.43,1.6192
9167,450.0,170.0,0.00094292,1060.5,599.786,1024.1,1.7053
9168,450.0,180.0,0.00094815,1054.7,635.1325,1061.8,1.7894
9169,450.0,190.0,0.0009535,1048.8,670.425,1099.5,1.8717
9170,450.0,200.0,0.00095895,1042.8,705.6725,1137.2,1.9522
9171,450.0,210.0,0.00096452,1036.8,740.966,1175.0,2.0311
9172,450.0,220.0,0.00097021,1030.7,776.1055,1212.7,2.1084
9173,450.0,230.0,0.000976,1024.6,811.2,1250.4,2.1842
9174,450.0,240.0,0.00098191,1018.4,846.3405,1288.2,2.2585
9175,450.0,250.0,0.00098793,1012.2,881.3315,1325.9,2.3314
9176,450.0,260.0,0.00099407,1006.0,916.3685,1363.7,2.4029
9177,450.0,270.0,0.0010003,999.68,951.365,1401.5,2.4731
9178,450.0,280.0,0.0010067,993.37,986.285,1439.3,2.5421
9179,450.0,290.0,0.0010132,987.01,1021.16,1477.1,2.6098
9180,450.0,300.0,0.0010197,980.63,1056.035,1514.9,2.6764
9181,450.0,320.0,0.0010333,967.79,1125.615,1590.6,2.8061
9182,450.0,340.0,0.0010473,954.85,1195.015,1666.3,2.9316
9183,450.0,360.0,0.0010618,941.84,1264.19,1742.0,3.0531
9184,450.0,380.0,0.0010767,928.76,1333.085,1817.6,3.1708
9185,450.0,400.0,0.0010921,915.64,1401.855,1893.3,3.2849
9186,450.0,420.0,0.001108,902.49,1470.4,1969.0,3.3957
9187,450.0,440.0,0.0011244,889.33,1538.62,2044.6,3.5032
9188,450.0,460.0,0.0011413,876.16,1606.615,2120.2,3.6078
9189,450.0,480.0,0.0011587,863.02,1674.385,2195.8,3.7095
9190,450.0,500.0,0.0011766,849.9,1741.83,2271.3,3.8084
9191,450.0,550.0,0.0012235,817.35,1909.125,2459.7,4.0445
9192,450.0,600.0,0.0012734,785.3,2074.47,2647.5,4.2661
9193,450.0,650.0,0.0013263,753.95,2237.965,2834.8,4.4746
9194,450.0,700.0,0.0013822,723.5,2399.21,3021.2,4.6713
9195,450.0,750.0,0.0014407,694.12,2558.485,3206.8,4.8573
9196,450.0,800.0,0.0015015,666.0,2715.725,3391.4,5.0334
9197,450.0,900.0,0.0016284,614.09,3023.42,3756.2,5.3585
9198,450.0,1000.0,0.0017592,568.44,3322.36,4114.0,5.6512
9199,450.0,1200.0,0.0020209,494.83,3897.795,4807.2,6.1572
9200,450.0,1400.0,0.0022747,439.61,4453.285,5476.9,6.5836
9201,450.0,1600.0,0.0025194,396.92,4998.57,6132.3,6.9536
9202,450.0,1800.0,0.0027562,362.82,5539.91,6780.2,7.2823
9203,450.0,2000.0,0.0029864,334.85,6080.62,7424.5,7.579
9204,500.0,0.0,0.00086064,1161.9,-9.72,420.6,-0.13897
9205,500.0,10.0,0.0008643,1157.0,24.61,456.76,-0.00896
9206,500.0,20.0,0.00086808,1152.0,60.06,494.1,0.1206
9207,500.0,25.0,0.00087,1149.4,77.98,512.98,0.18448
9208,500.0,30.0,0.00087193,1146.9,95.975,531.94,0.24755
9209,500.0,40.0,0.00087582,1141.8,132.06,569.97,0.37097
9210,500.0,50.0,0.00087975,1136.7,168.145,608.02,0.49056
9211,500.0,60.0,0.00088372,1131.6,204.15,646.01,0.60635
9212,500.0,70.0,0.00088775,1126.4,240.045,683.92,0.71848
9213,500.0,80.0,0.00089184,1121.3,275.83,721.75,0.82713
9214,500.0,90.0,0.000896,1116.1,311.49,759.49,0.93253
9215,500.0,100.0,0.00090024,1110.8,347.05,797.17,1.0349
9216,500.0,110.0,0.00090456,1105.5,382.5,834.78,1.1344
9217,500.0,120.0,0.00090897,1100.1,417.865,872.35,1.2311
9218,500.0,130.0,0.00091347,1094.7,453.145,909.88,1.3254
9219,500.0,140.0,0.00091807,1089.2,488.355,947.39,1.4173
9220,500.0,150.0,0.00092277,1083.7,523.485,984.87,1.507
9221,500.0,160.0,0.00092756,1078.1,558.52,1022.3,1.5945
9222,500.0,170.0,0.00093244,1072.4,593.58,1059.8,1.68
9223,500.0,180.0,0.00093743,1066.7,628.585,1097.3,1.7636
9224,500.0,190.0,0.00094252,1061.0,663.44,1134.7,1.8454
9225,500.0,200.0,0.0009477,1055.2,698.35,1172.2,1.9254
9226,500.0,210.0,0.00095298,1049.3,733.21,1209.7,2.0037
9227,500.0,220.0,0.00095836,1043.5,767.92,1247.1,2.0805
9228,500.0,230.0,0.00096383,1037.5,802.685,1284.6,2.1558
9229,500.0,240.0,0.00096941,1031.6,837.395,1322.1,2.2295
9230,500.0,250.0,0.00097508,1025.6,872.06,1359.6,2.3019
9231,500.0,260.0,0.00098085,1019.5,906.675,1397.1,2.3729
9232,500.0,270.0,0.00098672,1013.5,941.24,1434.6,2.4426
9233,500.0,280.0,0.00099269,1007.4,975.755,1472.1,2.511
9234,500.0,290.0,0.00099875,1001.3,1010.225,1509.6,2.5782
9235,500.0,300.0,0.0010049,995.11,1044.65,1547.1,2.6442
9236,500.0,320.0,0.0010175,982.77,1113.45,1622.2,2.7729
9237,500.0,340.0,0.0010305,970.36,1181.95,1697.2,2.8973
9238,500.0,360.0,0.001044,957.89,1250.2,1772.2,3.0177
9239,500.0,380.0,0.0010578,945.39,1318.3,1847.2,3.1343
9240,500.0,400.0,0.001072,932.85,1386.1,1922.1,3.2474
9241,500.0,420.0,0.0010866,920.31,1453.8,1997.1,3.357
9242,500.0,440.0,0.0011016,907.77,1521.1,2071.9,3.4635
9243,500.0,460.0,0.001117,895.25,1588.2,2146.7,3.5669
9244,500.0,480.0,0.0011328,882.75,1655.0,2221.4,3.6675
9245,500.0,500.0,0.001149,870.3,1721.6,2296.1,3.7653
9246,500.0,550.0,0.0011913,839.41,1886.65,2482.3,3.9986
9247,500.0,600.0,0.001236,809.04,2049.8,2667.8,4.2175
9248,500.0,650.0,0.0012832,779.33,2211.1,2852.7,4.4234
9249,500.0,700.0,0.0013326,750.43,2370.5,3036.8,4.6176
9250,500.0,750.0,0.0013842,722.46,2528.0,3220.1,4.8013
9251,500.0,800.0,0.0014377,695.55,2683.65,3402.5,4.9754
9252,500.0,900.0,0.0015495,645.36,2989.45,3764.2,5.2977
9253,500.0,1000.0,0.0016653,600.48,3287.95,4120.6,5.5892
9254,500.0,1200.0,0.0018991,526.57,3865.45,4815.0,6.096
9255,500.0,1400.0,0.002127,470.15,4424.6,5488.1,6.5246
9256,500.0,1600.0,0.0023468,426.11,4973.7,6147.1,6.8967
9257,500.0,1800.0,0.0025596,390.69,5518.5,6798.3,7.227
9258,500.0,2000.0,0.0027665,361.47,6062.45,7445.7,7.5252
9259,600.0,0.0,0.0008454,1182.9,-11.05,496.19,-0.17446
9260,600.0,10.0,0.00084901,1177.8,22.504,531.91,-0.04604
9261,600.0,20.0,0.00085272,1172.7,57.398,569.03,0.08276
9262,600.0,25.0,0.00085459,1170.1,75.086,587.84,0.14641
9263,600.0,30.0,0.00085648,1167.6,92.862,606.75,0.20931
9264,600.0,40.0,0.00086026,1162.4,128.534,644.69,0.33244
9265,600.0,50.0,0.00086407,1157.3,164.198,682.64,0.45173
9266,600.0,60.0,0.0008679,1152.2,199.77,720.51,0.56715
9267,600.0,70.0,0.00087177,1147.1,235.208,758.27,0.67881
9268,600.0,80.0,0.00087567,1142.0,270.498,795.9,0.78691
9269,600.0,90.0,0.00087963,1136.8,305.642,833.42,0.89167
9270,600.0,100.0,0.00088363,1131.7,340.662,870.84,0.99331
9271,600.0,110.0,0.00088771,1126.5,375.544,908.17,1.092
9272,600.0,120.0,0.00089184,1121.3,410.326,945.43,1.1881
9273,600.0,130.0,0.00089605,1116.0,445.01,982.64,1.2815
9274,600.0,140.0,0.00090033,1110.7,479.602,1019.8,1.3726
9275,600.0,150.0,0.00090468,1105.4,514.092,1056.9,1.4614
9276,600.0,160.0,0.00090911,1100.0,548.534,1094.0,1.548
9277,600.0,170.0,0.00091361,1094.6,582.934,1131.1,1.6327
9278,600.0,180.0,0.00091819,1089.1,617.286,1168.2,1.7154
9279,600.0,190.0,0.00092284,1083.6,651.596,1205.3,1.7963
9280,600.0,200.0,0.00092758,1078.1,685.752,1242.3,1.8755
9281,600.0,210.0,0.00093238,1072.5,719.972,1279.4,1.953
9282,600.0,220.0,0.00093727,1066.9,754.038,1316.4,2.0289
9283,600.0,230.0,0.00094223,1061.3,788.162,1353.5,2.1033
9284,600.0,240.0,0.00094726,1055.7,822.144,1390.5,2.1762
9285,600.0,250.0,0.00095237,1050.0,856.178,1427.6,2.2477
9286,600.0,260.0,0.00095755,1044.3,890.07,1464.6,2.3178
9287,600.0,270.0,0.00096281,1038.6,924.014,1501.7,2.3867
9288,600.0,280.0,0.00096815,1032.9,957.81,1538.7,2.4542
9289,600.0,290.0,0.00097355,1027.2,991.57,1575.7,2.5206
9290,600.0,300.0,0.00097903,1021.4,1025.382,1612.8,2.5858
9291,600.0,320.0,0.00099022,1009.9,1092.668,1686.8,2.7127
9292,600.0,340.0,0.0010017,998.31,1159.78,1760.8,2.8355
9293,600.0,360.0,0.0010135,986.72,1226.7,1834.8,2.9541
9294,600.0,380.0,0.0010255,975.12,1293.4,1908.7,3.0691
9295,600.0,400.0,0.0010379,963.53,1359.76,1982.5,3.1804
9296,600.0,420.0,0.0010505,951.94,1426.0,2056.3,3.2884
9297,600.0,440.0,0.0010634,940.38,1491.86,2129.9,3.3931
9298,600.0,460.0,0.0010766,928.85,1557.54,2203.5,3.4949
9299,600.0,480.0,0.0010901,917.37,1622.94,2277.0,3.5938
9300,600.0,500.0,0.0011038,905.94,1688.12,2350.4,3.6899
9301,600.0,550.0,0.0011394,877.65,1849.66,2533.3,3.9192
9302,600.0,600.0,0.0011766,849.88,2009.54,2715.5,4.1341
9303,600.0,650.0,0.0012155,822.73,2167.6,2896.9,4.3361
9304,600.0,700.0,0.0012558,796.29,2324.02,3077.5,4.5267
9305,600.0,750.0,0.0012976,770.63,2478.84,3257.4,4.7069
9306,600.0,800.0,0.0013408,745.81,2632.12,3436.6,4.8779
9307,600.0,900.0,0.0014308,698.93,2934.22,3792.7,5.1952
9308,600.0,1000.0,0.0015243,656.02,3231.12,4145.7,5.484
9309,600.0,1200.0,0.001716,582.74,3810.5,4840.1,5.9907
9310,600.0,1400.0,0.0019056,524.77,4374.94,5518.3,6.4225
9311,600.0,1600.0,0.0020891,478.68,4930.14,6183.6,6.7982
9312,600.0,1800.0,0.0022664,441.23,5480.96,6840.8,7.1316
9313,600.0,2000.0,0.0024387,410.06,6030.08,7493.3,7.4321
9314,700.0,0.0,0.0,,0.0,,
9315,700.0,10.0,0.00083548,1196.9,20.994,605.83,-0.08239
9316,700.0,20.0,0.0008391,1191.7,55.4,642.77,0.04581
9317,700.0,25.0,0.00084093,1189.2,72.889,661.54,0.10929
9318,700.0,30.0,0.00084276,1186.6,90.478,680.41,0.17207
9319,700.0,40.0,0.00084644,1181.4,125.792,718.3,0.29504
9320,700.0,50.0,0.00085013,1176.3,161.119,756.21,0.41418
9321,700.0,60.0,0.00085383,1171.2,196.329,794.01,0.52938
9322,700.0,70.0,0.00085755,1166.1,231.375,831.66,0.64075
9323,700.0,80.0,0.00086129,1161.0,266.267,869.17,0.74849
9324,700.0,90.0,0.00086507,1156.0,300.981,906.53,0.85281
9325,700.0,100.0,0.00086888,1150.9,335.544,943.76,0.95395
9326,700.0,110.0,0.00087275,1145.8,369.955,980.88,1.0521
9327,700.0,120.0,0.00087666,1140.7,404.238,1017.9,1.1475
9328,700.0,130.0,0.00088062,1135.6,438.466,1054.9,1.2404
9329,700.0,140.0,0.00088464,1130.4,472.552,1091.8,1.3308
9330,700.0,150.0,0.00088871,1125.2,506.503,1128.6,1.4189
9331,700.0,160.0,0.00089285,1120.0,540.505,1165.5,1.5049
9332,700.0,170.0,0.00089704,1114.8,574.272,1202.2,1.5889
9333,700.0,180.0,0.0009013,1109.5,608.09,1239.0,1.671
9334,700.0,190.0,0.00090561,1104.2,641.873,1275.8,1.7512
9335,700.0,200.0,0.00090999,1098.9,675.507,1312.5,1.8297
9336,700.0,210.0,0.00091442,1093.6,709.106,1349.2,1.9065
9337,700.0,220.0,0.00091892,1088.2,742.756,1386.0,1.9817
9338,700.0,230.0,0.00092347,1082.9,776.271,1422.7,2.0554
9339,700.0,240.0,0.00092808,1077.5,809.744,1459.4,2.1277
9340,700.0,250.0,0.00093276,1072.1,843.168,1496.1,2.1985
9341,700.0,260.0,0.00093749,1066.7,876.557,1532.8,2.268
9342,700.0,270.0,0.00094228,1061.3,909.904,1569.5,2.3362
9343,700.0,280.0,0.00094713,1055.8,943.209,1606.2,2.4031
9344,700.0,290.0,0.00095203,1050.4,976.379,1642.8,2.4688
9345,700.0,300.0,0.00095699,1044.9,1009.607,1679.5,2.5333
9346,700.0,320.0,0.00096709,1034.0,1075.837,1752.8,2.659
9347,700.0,340.0,0.00097741,1023.1,1141.813,1826.0,2.7805
9348,700.0,360.0,0.00098795,1012.2,1207.635,1899.2,2.8979
9349,700.0,380.0,0.00099871,1001.3,1273.203,1972.3,3.0115
9350,700.0,400.0,0.0010097,990.41,1338.51,2045.3,3.1216
9351,700.0,420.0,0.0010209,979.55,1403.57,2118.2,3.2284
9352,700.0,440.0,0.0010323,968.73,1468.39,2191.0,3.3319
9353,700.0,460.0,0.0010439,957.96,1532.97,2263.7,3.4325
9354,700.0,480.0,0.0010557,947.24,1597.31,2336.3,3.5302
9355,700.0,500.0,0.0010677,936.58,1661.41,2408.8,3.6251
9356,700.0,550.0,0.0010986,910.23,1820.38,2589.4,3.8516
9357,700.0,600.0,0.0011307,884.4,1977.81,2769.3,4.0637
9358,700.0,650.0,0.0011639,859.16,2133.57,2948.3,4.2631
9359,700.0,700.0,0.0011982,834.58,2287.86,3126.6,4.4511
9360,700.0,750.0,0.0012335,810.7,2440.65,3304.1,4.629
9361,700.0,800.0,0.0012698,787.55,2592.14,3481.0,4.7978
9362,700.0,900.0,0.0013449,743.57,2891.47,3832.9,5.1113
9363,700.0,1000.0,0.0014229,702.79,3186.47,4182.5,5.3974
9364,700.0,1200.0,0.0015842,631.24,3765.76,4874.7,5.9024
9365,700.0,1400.0,0.0017462,572.69,4333.46,5555.8,6.3361
9366,700.0,1600.0,0.0019041,525.17,4893.43,6226.3,6.7146
9367,700.0,1800.0,0.0020569,486.16,5448.87,6888.7,7.0507
9368,700.0,2000.0,0.0022051,453.5,6002.43,7546.0,7.3534
9369,800.0,20.0,0.00082689,1209.3,53.988,715.5,0.00978
9370,800.0,25.0,0.00082867,1206.7,71.304,734.24,0.07316
9371,800.0,30.0,0.00083046,1204.2,88.722,753.09,0.13588
9372,800.0,40.0,0.00083403,1199.0,123.736,790.96,0.25878
9373,800.0,50.0,0.0008376,1193.9,158.76,828.84,0.37786
9374,800.0,60.0,0.00084117,1188.8,193.674,866.61,0.49296
9375,800.0,70.0,0.00084476,1183.8,228.402,904.21,0.60416
9376,800.0,80.0,0.00084836,1178.7,262.942,941.63,0.71166
9377,800.0,90.0,0.00085198,1173.7,297.296,978.88,0.81568
9378,800.0,100.0,0.00085563,1168.7,331.496,1016.0,0.91646
9379,800.0,110.0,0.00085931,1163.7,365.552,1053.0,1.0142
9380,800.0,120.0,0.00086303,1158.7,399.376,1089.8,1.1092
9381,800.0,130.0,0.00086679,1153.7,433.168,1126.6,1.2016
9382,800.0,140.0,0.00087059,1148.6,466.828,1163.3,1.2915
9383,800.0,150.0,0.00087444,1143.6,500.348,1199.9,1.3791
9384,800.0,160.0,0.00087833,1138.5,533.836,1236.5,1.4646
9385,800.0,170.0,0.00088227,1133.4,567.284,1273.1,1.548
9386,800.0,180.0,0.00088626,1128.3,600.592,1309.6,1.6295
9387,800.0,190.0,0.00089029,1123.2,633.868,1346.1,1.7092
9388,800.0,200.0,0.00089438,1118.1,667.096,1382.6,1.7872
9389,800.0,210.0,0.00089851,1113.0,700.292,1419.1,1.8634
9390,800.0,220.0,0.00090269,1107.8,733.348,1455.5,1.9381
9391,800.0,230.0,0.00090692,1102.6,766.464,1492.0,2.0113
9392,800.0,240.0,0.00091119,1097.5,799.448,1528.4,2.083
9393,800.0,250.0,0.00091551,1092.3,832.492,1564.9,2.1533
9394,800.0,260.0,0.00091988,1087.1,865.396,1601.3,2.2223
9395,800.0,270.0,0.0009243,1081.9,898.26,1637.7,2.29
9396,800.0,280.0,0.00092876,1076.7,931.092,1674.1,2.3564
9397,800.0,290.0,0.00093327,1071.5,963.884,1710.5,2.4216
9398,800.0,300.0,0.00093782,1066.3,996.544,1746.8,2.4856
9399,800.0,320.0,0.00094706,1055.9,1061.952,1819.6,2.6103
9400,800.0,340.0,0.00095647,1045.5,1127.024,1892.2,2.7307
9401,800.0,360.0,0.00096606,1035.1,1191.852,1964.7,2.8472
9402,800.0,380.0,0.00097582,1024.8,1256.544,2037.2,2.9599
